Sample,Sample_ID,Flag,Device,Latitude,Longitude,Water_depth,Ocean,Sample_depth_top,Sample_depth_bottom,Sample_depth_average,Author,Journal,Year,Publication_doi,Resource_doi,Comment,Database,Type,Count_min,Count,Dentigloborotalia_anfracta,Globorotalia_cavernula,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii,Globorotalia_scitula,Globorotalia_truncatulinoides,Globorotalia_tumida,Globorotalia_ungulata,Globorotalia_theyeri,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Berggrenia_pumilio,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Globigerinella_adamsi,Turborotalita_quinqueloba,Turborotalita_humilis,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Candeina_nitida,Globigerinita_glutinata,Globigerinita_uvula,Globigerinita_minuta,Tenuitella_iota,Hastigerina_pelagica,Hastigerinella_digitata,Globorotalia_menardii_&_Globorotalia_tumida,Globigerinoides_ruber_&_Globigerinoides_white,Turborotalita_humilis_&_Berggrenia_pumilio,Globorotalia_truncatulinoides_dextral_coiling,Globorotalia_truncatulinoides_sinistral_coiling,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Turborotalita_quinqueloba_dextral_coiling,Turborotalita_quinqueloba_sinistral_coiling,unidentified,T_surface,T_400,T_gradient,S_surface,S_400,Si_surface,Si_400,O_surface,O_400,CO2_surface,CO2_400
V29-223,CLIMAP_0375,1,Piston,61.917,-24.05,1555.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",13,1,,358.0,0.0,,0.0,0.0,0.0,0.008379888,0.0,0.0,,,0.027932961,0.0,0.337988827,0.072625698,0.0,0.0,0.0,0.0,0.240223464,0.016759777,0.0,0.0,0.0,0.0,0.0,0.002793296,0.0,0.0,0.0,0.0,0.078212291,0.0,0.0,0.0,0.0,0.173184358,0.0,,0.0,0.0,0.0,,,,,,,,,,0.041899441,10.005960464477539,7.322492599487305,2.6834678649902344,35.13295364379883,35.1630859375,2.5707955360412598,7.180174350738525,280.02264404296875,271.06689453125,2096.438232421875,2145.790283203125
A153-154,BUFD_0001,0,,28.0,-38.78333333,4020.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,413.0,0.0,,0.014527845,0.004842615,0.0,0.00968523,0.082324455,0.0,,0.0,0.094430993,0.0,0.004842615,0.0,0.0,0.0,0.0,0.0,0.02905569,0.089588378,0.004842615,0.01937046,0.404358354,0.00968523,0.050847458,0.002421308,0.0,0.036319613,0.004842615,0.0,0.0,0.002421308,0.016949153,0.0,0.0,0.104116223,0.0,,0.0,,,,,,0.03874092,0.043583535,0.004842615,0.004842615,,,0.014527845,21.180299758911133,15.21242904663086,5.967870712280273,37.07188415527344,36.08364486694336,0.6931343674659729,3.0490739345550537,223.95333862304688,196.75027465820312,2102.917236328125,2125.08349609375
A156-7,BUFD_0002,1,Trigger,38.18333333,-73.51666667,1350.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,320.0,0.0,,0.0,0.003125,0.003125,0.0,0.00625,0.0,,0.0,0.178125,0.153125,0.38125,0.046875,0.0,0.0,0.0,0.0,0.071875,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.01875,0.0,0.0,0.0,0.0,0.1,0.0,,0.0,,,,,,0.0,0.00625,0.00625,0.0,,,0.01875,18.061756134033203,,,33.65420150756836,,2.0083234310150146,,244.4123992919922,,1969.162109375,
A157-3,BUFD_0003,0,,50.93333333,-41.75,4025.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,693.0,0.0,,0.0,0.021645022,0.001443001,0.0,0.018759019,0.0,,0.0,0.229437229,0.044733045,0.287157287,0.135642136,0.0,0.0,0.0,0.0,0.215007215,0.005772006,0.001443001,0.0,0.005772006,0.001443001,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004,0.0,0.0,0.0,0.0,0.018759019,0.0,,0.0,,,,,,0.007215007,0.011544012,0.0,0.001443001,,,0.008658009,13.032772064208984,6.701771259307861,6.331000804901123,34.82744598388672,34.986717224121094,2.5443978309631348,10.893811225891113,263.3632507324219,228.74302673339844,2079.899658203125,2160.45361328125
A164-13,BUFD_0004,0,,35.71666667,-67.33333333,4938.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,449.0,0.0,,0.0,0.057906459,0.035634744,0.0,0.037861915,0.046770601,,0.0,0.100222717,0.071269488,0.028953229,0.004454343,0.048997773,0.0,0.0,0.0,0.204899777,0.040089087,0.006681514,0.004454343,0.16481069,0.080178174,0.0,0.002227171,0.0,0.013363029,0.013363029,0.0,0.0,0.002227171,0.0,0.002227171,0.0,0.0155902,0.0,,0.0,,,,,,0.008908686,0.028953229,0.020044543,0.06013363,,,0.017817372,21.738914489746094,18.25935173034668,3.479562759399414,36.471561431884766,36.57313919067383,0.5525793433189392,1.080049991607666,218.97296142578125,206.32876586914062,2049.249267578125,2096.625732421875
A164-15,BUFD_0005,1,,36.13333333,-68.91666667,4481.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,417.0,0.0,,0.002398082,0.021582734,0.045563549,0.0,0.026378897,0.045563549,,0.0,0.151079137,0.100719424,0.055155875,0.0,0.045563549,0.0,0.0,0.0,0.268585132,0.033573141,0.004796163,0.0,0.127098321,0.035971223,0.0,0.004796163,0.0,0.019184652,0.002398082,0.0,0.0,0.002398082,0.0,0.002398082,0.0,0.0,0.0,,0.0,,,,,,0.0,0.026378897,0.014388489,0.021582734,,,0.004796163,22.476869583129883,18.374032974243164,4.102836608886719,36.541133880615234,36.58109664916992,0.7373840808868408,1.228066086769104,212.52488708496094,204.3148651123047,2044.05419921875,2110.56298828125
A164-16,BUFD_0006,0,,36.13333333,-69.13333333,4481.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,456.0,0.0,,0.0,0.037280702,0.006578947,0.0,0.072368421,0.013157895,,0.0,0.067982456,0.074561404,0.043859649,0.002192982,0.032894737,0.0,0.0,0.0,0.118421053,0.063596491,0.006578947,0.004385965,0.228070175,0.092105263,0.0,0.015350877,0.004385965,0.021929825,0.00877193,0.0,0.0,0.0,0.0,0.002192982,0.0,0.072368421,0.0,,0.0,,,,,,0.015350877,0.057017544,0.037280702,0.054824561,,,0.010964912,22.231290817260742,17.730119705200195,4.501171112060547,36.479862213134766,36.4857063293457,0.8657124638557434,2.23006534576416,212.23988342285156,200.865966796875,2046.0838623046875,2121.2626953125
A164-17,BUFD_0007,0,,35.78333333,-68.93333333,4664.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,409.0,0.0,,0.0,0.053789731,0.036674817,0.0,0.056234719,0.039119804,,0.0,0.149144254,0.085574572,0.058679707,0.002444988,0.017114914,0.0,0.0,0.0,0.156479218,0.039119804,0.009779951,0.009779951,0.158924205,0.061124694,0.0,0.002444988,0.004889976,0.012224939,0.012224939,0.0,0.0,0.002444988,0.0,0.0,0.002444988,0.017114914,0.0,,0.0,,,,,,0.002444988,0.053789731,0.017114914,0.04400978,,,0.012224939,21.036069869995117,18.671123504638672,2.3649463653564453,36.52275848388672,36.62629699707031,0.6541550159454346,0.6854348182678223,220.70094299316406,207.38156127929688,2050.368896484375,2097.25
A164-23,BUFD_0008,0,,36.21666667,-69.4,4371.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,426.0,0.0,,0.002347418,0.072769953,0.018779343,0.0,0.058685446,0.018779343,,0.0,0.098591549,0.072769953,0.03286385,0.0,0.044600939,0.0,0.0,0.0,0.154929577,0.039906103,0.007042254,0.009389671,0.185446009,0.084507042,0.0,0.009389671,0.004694836,0.023474178,0.002347418,0.0,0.0,0.0,0.002347418,0.0,0.0,0.046948357,0.0,,0.0,,,,,,0.0,0.058685446,0.037558685,0.046948357,,,0.009389671,22.231290817260742,17.730119705200195,4.501171112060547,36.479862213134766,36.4857063293457,0.8657124638557434,2.23006534576416,212.23988342285156,200.865966796875,2046.0838623046875,2121.2626953125
A167-1,BUFD_0009,0,,37.65,-72.95,2706.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,442.0,0.0,,0.0,0.00678733,0.06561086,0.0,0.00678733,0.009049774,,0.0,0.28280543,0.248868778,0.21719457,0.013574661,0.022624434,0.0,0.0,0.0,0.029411765,0.004524887,0.027149321,0.0,0.011312217,0.013574661,0.0,0.009049774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022624434,0.0,,0.0,,,,,,0.002262443,0.004524887,0.00678733,0.00678733,,,0.009049774,19.241703033447266,7.373319625854492,11.868383407592773,34.944610595703125,35.130428314208984,1.8078508377075195,14.709100723266602,236.5312957763672,183.97654724121094,2022.1171875,2183.625
A167-12,BUFD_0010,0,,31.83333333,-74.35,4700.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,508.0,0.0,,0.0,0.045275591,0.033464567,0.0,0.116141732,0.039370079,,0.0,0.06496063,0.072834646,0.001968504,0.0,0.033464567,0.0,0.0,0.0,0.066929134,0.031496063,0.027559055,0.0,0.328740157,0.037401575,0.0,0.0,0.001968504,0.045275591,0.007874016,0.0,0.0,0.001968504,0.0,0.001968504,0.0,0.041338583,0.0,,0.0,,,,,,0.003937008,0.112204724,0.007874016,0.029527559,,,0.0,20.659425735473633,18.066164016723633,2.59326171875,36.550750732421875,36.51774597167969,0.8193914294242859,1.5845125913619995,228.01275634765625,206.64797973632812,2036.7802734375,2088.5615234375
A167-13,BUFD_0011,0,Trigger,31.65,-75.35,2880.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,364.0,0.0,,0.002747253,0.016483516,0.024725275,0.002747253,0.090659341,0.013736264,,0.0,0.019230769,0.035714286,0.0,0.0,0.016483516,0.0,0.0,0.0,0.021978022,0.074175824,0.010989011,0.035714286,0.274725275,0.071428571,0.013736264,0.024725275,0.0,0.082417582,0.049450549,0.0,0.0,0.0,0.002747253,0.0,0.0,0.082417582,0.0,,0.0,,,,,,0.013736264,0.076923077,0.035714286,0.035714286,,,0.032967033,22.08411979675293,17.87394142150879,4.210178375244141,36.461307525634766,36.48955535888672,0.8932937979698181,1.8407607078552246,222.28555297851562,203.72276306152344,2027.2181396484375,2094.064208984375
A167-18,BUFD_0012,1,Trigger,29.76666667,-76.8,914.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. adamsi abundances moved to unidentified,2,1,,322.0,0.0,,0.0,0.00621118,0.01552795,0.00931677,0.037267081,0.00310559,,0.0,0.00310559,0.02484472,0.0,0.0,0.01863354,0.0,0.0,0.0,0.00931677,0.01242236,0.00621118,0.037267081,0.270186335,0.059006211,0.027950311,0.00621118,0.00310559,0.062111801,0.052795031,0.0,0.00310559,0.0,0.01552795,0.0,0.00310559,0.285714286,0.0,,0.0,,,,,,0.02173913,0.01552795,0.01242236,0.046583851,,,0.027950311,23.573013305664062,18.078290939331055,5.494722366333008,36.39533615112305,36.534000396728516,1.1915643215179443,2.196885824203491,213.90406799316406,202.54420471191406,2022.867431640625,2093.29443359375
A179-6,BUFD_0013,1,Trigger,19.4,-78.55,4572.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"device information from duplicate sample, G. adamsi abundances moved to unidentified",3,1,,352.0,0.0,,0.005681818,0.0,0.042613636,0.005681818,0.022727273,0.005681818,,0.0,0.002840909,0.042613636,0.008522727,0.008522727,0.002840909,0.0,0.0,0.0,0.0,0.005681818,0.0,0.056818182,0.446022727,0.144886364,0.002840909,0.022727273,0.0,0.048295455,0.022727273,0.0,0.0,0.0,0.008522727,0.0,0.005681818,0.056818182,0.0,,0.0,,,,,,0.022727273,0.0,0.045454545,0.099431818,,,0.03125,,,,,,,,,,,
A179-13,BUFD_0015,1,Trigger,23.93333333,-75.75,1847.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. adamsi abundances moved to unidentified,2,1,,373.0,0.0,,0.0,0.0,0.0,0.002680965,0.061662198,0.0,,0.0,0.0,0.00536193,0.0,0.0,0.002680965,0.0,0.0,0.0,0.0,0.00536193,0.024128686,0.048257373,0.479892761,0.032171582,0.08847185,0.024128686,0.0,0.067024129,0.013404826,0.0,0.0,0.0,0.032171582,0.0,0.00536193,0.091152815,0.0,,0.0,,,,,,0.045576408,0.016085791,0.010723861,0.021447721,,,0.016085791,27.341365814208984,,,36.356319427490234,,1.2782782316207886,,202.16238403320312,,2012.7398681640625,
A179-15,BUFD_0016,1,Trigger,24.8,-75.91666667,3109.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. adamsi abundances moved to unidentified",14,1,,345.0,0.0,,0.0,0.002898551,0.002898551,0.0,0.014492754,0.0,,0.0,0.0,0.005797101,0.002898551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652,0.028985507,0.47826087,0.049275362,0.113043478,0.011594203,0.0,0.069565217,0.020289855,0.0,0.0,0.0,0.066666667,0.0,0.0,0.11884058,0.0,,0.0,,,,,,0.002898551,0.011594203,0.014492754,0.034782609,,,0.005797101,27.739213943481445,16.854198455810547,10.885015487670898,36.3808708190918,36.3367805480957,1.2198173999786377,2.58005952835083,202.6752166748047,187.12307739257812,2018.9970703125,2119.042724609375
A179-20,BUFD_0017,1,Trigger,30.78333333,-67.66666667,4993.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,398.0,0.0,,0.0,0.037688442,0.0,0.0,0.100502513,0.0,,0.0,0.070351759,0.012562814,0.002512563,0.005025126,0.002512563,0.0,0.0,0.0,0.110552764,0.032663317,0.010050251,0.002512563,0.510050251,0.01758794,0.002512563,0.012562814,0.002512563,0.025125628,0.007537688,0.0,0.0,0.005025126,0.0,0.0,0.0,0.022613065,0.0,,0.0,,,,,,0.022613065,0.077889447,0.002512563,0.015075377,,,0.007537688,24.45598030090332,17.775894165039062,6.680086135864258,36.670135498046875,36.491214752197266,0.7707693576812744,1.5575488805770874,214.4398956298828,201.80189514160156,2035.5430908203125,2100.38671875
A180-13,BUFD_0019,0,,39.13333333,-42.65,4880.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,495.0,0.0,,0.002020202,0.086868687,0.018181818,0.0,0.076767677,0.002020202,,0.0,0.268686869,0.141414141,0.092929293,0.002020202,0.022222222,0.0,0.0,0.0,0.060606061,0.004040404,0.008080808,0.004040404,0.101010101,0.03030303,0.002020202,0.004040404,0.0,0.004040404,0.006060606,0.0,0.0,0.0,0.0,0.0,0.0,0.038383838,0.0,,0.0,,,,,,0.022222222,0.054545455,0.014141414,0.016161616,,,0.024242424,20.57879066467285,15.131512641906738,5.447278022766113,36.28334045410156,36.02396774291992,1.031400442123413,3.5840890407562256,223.31314086914062,198.40130615234375,2060.250244140625,2111.43017578125
A180-15,BUFD_0020,0,Trigger,39.26666667,-36.7,4610.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,423.0,0.0,,0.0,0.054373522,0.002364066,0.037825059,0.06855792,0.0,,0.0,0.108747045,0.023640662,0.042553191,0.007092199,0.0,0.0,0.0,0.0,0.186761229,0.144208038,0.002364066,0.009456265,0.153664303,0.016548463,0.004728132,0.004728132,0.004728132,0.011820331,0.01891253,0.0,0.004728132,0.004728132,0.0,0.0,0.0,0.085106383,0.0,,0.0,,,,,,0.014184397,0.054373522,0.007092199,0.009456265,,,0.002364066,18.45602798461914,14.011277198791504,4.444750785827637,36.27930450439453,35.864646911621094,0.44859778881073,4.264707088470459,239.7426300048828,204.72714233398438,2074.17578125,2121.239501953125
A180-20,BUFD_0021,0,,33.56666667,-27.36666667,4040.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,473.0,0.0,,0.0,0.031712474,0.002114165,0.044397463,0.065539112,0.0,,0.0,0.088794926,0.00422833,0.031712474,0.002114165,0.0,0.0,0.0,0.0,0.101479915,0.171247357,0.002114165,0.00422833,0.234672304,0.029598309,0.025369979,0.00845666,0.002114165,0.021141649,0.027484144,0.0,0.002114165,0.006342495,0.002114165,0.0,0.0,0.076109937,0.0,,0.0,,,,,,0.027484144,0.038054968,0.012684989,0.016913319,,,0.014799154,20.632736206054688,13.441946029663086,7.190790176391602,36.56059265136719,35.806251525878906,0.6808779239654541,4.016062259674072,228.97763061523438,204.000244140625,2078.38525390625,2134.085205078125
A180-39,BUFD_0022,0,,25.83333333,-19.3,3470.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,464.0,0.0,,0.010775862,0.002155172,0.019396552,0.002155172,0.079741379,0.0,,0.0,0.096982759,0.015086207,0.066810345,0.002155172,0.012931034,0.0,0.0,0.0,0.019396552,0.079741379,0.0,0.030172414,0.213362069,0.144396552,0.019396552,0.017241379,0.00862069,0.034482759,0.028017241,0.0,0.0,0.0,0.017241379,0.0,0.0,0.066810345,0.0,,0.0,,,,,,0.010775862,0.068965517,0.058189655,0.086206897,,,0.012931034,21.75018882751465,13.344169616699219,8.40601921081543,36.933509826660156,35.817447662353516,0.5898423194885254,5.636253356933594,222.39572143554688,167.54701232910156,2094.2646484375,2155.2607421875
A180-69,BUFD_0023,1,,5.283333333,-17.06666667,5100.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,253.0,0.0,,0.023715415,0.003952569,0.019762846,0.003952569,0.007905138,0.588932806,,0.0,0.007905138,0.090909091,0.0,0.003952569,0.098814229,0.0,0.0,0.0,0.011857708,0.0,0.0,0.0,0.027667984,0.019762846,0.007905138,0.007905138,0.007905138,0.015810277,0.007905138,0.0,0.0,0.0,0.003952569,0.027667984,0.0,0.011857708,0.0,,0.0,,,,,,0.003952569,0.003952569,0.015810277,0.003952569,,,0.0,28.3992977142334,9.080451965332031,19.318845748901367,35.335838317871094,34.88713836669922,1.5566644668579102,17.35903549194336,205.02212524414062,70.8407211303711,1944.249755859375,2233.715576171875
A180-70,BUFD_0024,1,,3.65,-18.3,4846.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",10,1,,403.0,0.0,,0.027295285,0.0,0.138957816,0.0,0.0,0.389578164,,0.0,0.0,0.146401985,0.0,0.00248139,0.126550868,0.0,0.0,0.0,0.0,0.0,0.004962779,0.0,0.024813896,0.071960298,0.00248139,0.00248139,0.009925558,0.012406948,0.0,0.0,0.00248139,0.0,0.0,0.029776675,0.0,0.004962779,0.0,,0.0,,,,,,,,0.024813896,0.047146402,,,0.00248139,28.595298767089844,8.946694374084473,19.64860439300537,35.08125305175781,34.838531494140625,1.5292787551879883,17.03575325012207,201.81317138671875,92.75598907470703,1935.7698974609375,2217.86669921875
A180-72,BUFD_0025,0,Trigger,0.583333333,-21.78333333,3841.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,306.0,0.0,,0.006535948,0.0,0.045751634,0.016339869,0.003267974,0.003267974,,0.003267974,0.0,0.026143791,0.003267974,0.0,0.019607843,0.0,0.0,0.0,0.0,0.049019608,0.0,0.045751634,0.35620915,0.163398693,0.006535948,0.013071895,0.0,0.045751634,0.013071895,0.0,0.0,0.0,0.016339869,0.0,0.0,0.14379085,0.0,,0.0,,,,,,0.0,0.003267974,0.10130719,0.062091503,,,0.019607843,27.181259155273438,8.775724411010742,18.405534744262695,35.60800552368164,34.777931213378906,0.5542275905609131,16.289274215698242,201.3833770751953,112.17521667480469,1996.1151123046875,2206.44677734375
A180-76,BUFD_0026,0,Trigger,-0.766666667,-26.03333333,3512.0,11.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,344.0,0.0,,0.00872093,0.0,0.055232558,0.002906977,0.002906977,0.011627907,,0.0,0.0,0.023255814,0.002906977,0.0,0.061046512,0.0,0.0,0.0,0.0,0.01744186,0.002906977,0.058139535,0.372093023,0.23255814,0.002906977,0.014534884,0.002906977,0.014534884,0.0,0.0,0.0,0.0,0.00872093,0.0,0.0,0.095930233,0.0,,0.0,,,,,,0.002906977,0.0,0.061046512,0.171511628,,,0.00872093,26.592613220214844,8.362320899963379,18.230292320251465,36.10651397705078,34.7453727722168,1.4286538362503052,16.801008224487305,201.57733154296875,111.4906997680664,2041.045654296875,2211.71728515625
A180-78,BUFD_0027,1,Trigger,-1.5,-27.01666667,4261.0,11.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. conglomerata abundances moved to unidentified,34,1,,358.0,0.0,,0.01396648,0.0,0.170391061,0.0,0.027932961,0.103351955,,0.0,0.0,0.072625698,0.033519553,0.0,0.122905028,0.0,0.0,0.0,0.002793296,0.005586592,0.0,0.0,0.142458101,0.217877095,0.0,0.002793296,0.002793296,0.030726257,0.008379888,0.0,0.0,0.0,0.002793296,0.0,0.0,0.027932961,0.0,,0.0,,,,,,0.027932961,0.0,0.097765363,0.120111732,,,0.011173184,27.112777709960938,8.804067611694336,18.3087100982666,36.15345764160156,34.792816162109375,1.574404239654541,16.292476654052734,201.5915985107422,102.2241439819336,2040.8333740234375,2213.7763671875
A181-7,BUFD_0028,1,Piston,10.55,-57.33333333,3766.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, device information from duplicate sample",15,1,,506.0,0.0,,0.007905138,0.0,0.02173913,0.001976285,0.003952569,0.005928854,,0.0,0.0,0.065217391,0.0,0.0,0.007905138,0.0,0.0,0.0,0.0,0.0,0.011857708,0.217391304,0.335968379,0.181818182,0.001976285,0.019762846,0.005928854,0.049407115,0.007905138,0.0,0.0,0.0,0.0,0.0,0.009881423,0.037549407,0.0,,0.0,,,,,,0.003952569,0.0,0.077075099,0.104743083,,,0.005928854,28.128904342651367,9.331779479980469,18.7971248626709,34.128074645996094,34.932861328125,2.6804513931274414,16.736085891723633,199.99476623535156,123.93633270263672,1899.40087890625,2200.92431640625
A181-9,BUFD_0029,0,,20.71666667,-59.2,5215.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,405.0,0.0,,0.004938272,0.0,0.012345679,0.0,0.044444444,0.04691358,,0.0,0.0,0.056790123,0.0,0.002469136,0.002469136,0.0,0.0,0.0,0.0,0.0,0.098765432,0.017283951,0.516049383,0.145679012,0.0,0.002469136,0.0,0.032098765,0.002469136,0.0,0.002469136,0.0,0.0,0.007407407,0.0,0.0,0.0,,0.0,,,,,,0.024691358,0.019753086,0.054320988,0.091358025,,,0.004938272,25.330001831054688,15.214439392089844,10.115562438964844,36.462406158447266,36.055213928222656,1.5245295763015747,4.1159844398498535,205.30393981933594,165.5506134033203,2027.459716796875,2141.521728515625
AII-15-547,BUFD_0030,0,Gravity,12.0,51.9,1602.0,129.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology ,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,2,1,,371.0,0.0,,0.0,0.0,0.045822102,0.008086253,0.0,0.0,,0.005390836,0.0,0.083557951,0.005390836,0.0,0.010781671,0.0,0.008086253,0.0,0.450134771,0.037735849,0.002695418,0.0,0.107816712,0.026954178,0.002695418,0.0,0.0,0.005390836,0.013477089,0.0,0.010781671,0.0,0.018867925,0.0,0.0,0.129380054,0.0,,0.0,,,,,,,,0.008086253,0.018867925,,,0.026954178,27.412172317504883,13.38916301727295,14.023009300231934,36.01970291137695,35.72188949584961,2.6565167903900146,32.08917236328125,207.65560913085938,28.365177154541016,2026.89208984375,2248.728271484375
